	Epoch	SSE	Avg SSE	Pct Err	Pct Cor	CosDiff	Hid1 ActAvg	Hid2 ActAvg	Out ActAvg
54	54.0	0.0	0.0	0.0	1.0	0.9978870320320129	0.0	0.0	0.0
55	55.0	0.0	0.0	0.0	1.0	0.9978353309631348	0.0	0.0	0.0
56	56.0	0.0	0.0	0.0	1.0	0.9975738430023193	0.0	0.0	0.0
57	57.0	0.0	0.0	0.0	1.0	0.9977235960960388	0.0	0.0	0.0
58	58.0	0.0	0.0	0.0	1.0	0.9969415497779847	0.0	0.0	0.0
59	59.0	0.0	0.0	0.0	1.0	0.9971219897270203	0.0	0.0	0.0
60	60.0	0.0	0.0	0.0	1.0	0.997384843826294	0.0	0.0	0.0
61	61.0	0.0	0.0	0.0	1.0	0.9971827721595764	0.0	0.0	0.0
62	62.0	0.0	0.0	0.0	1.0	0.9962380862236023	0.0	0.0	0.0
63	63.0	0.0	0.0	0.0	1.0	0.9975002384185792	0.0	0.0	0.0
64	64.0	0.0	0.0	0.0	1.0	0.997103796005249	0.0	0.0	0.0
65	65.0	0.0	0.0	0.0	1.0	0.9974296736717224	0.0	0.0	0.0
66	66.0	0.0	0.0	0.0	1.0	0.9974684000015259	0.0	0.0	0.0
67	67.0	0.0	0.0	0.0	1.0	0.9974817633628845	0.0	0.0	0.0
68	68.0	0.0	0.0	0.0	1.0	0.9977098751068115	0.0	0.0	0.0
69	69.0	0.0	0.0	0.0	1.0	0.9975299954414367	0.0	0.0	0.0
70	70.0	0.0	0.0	0.0	1.0	0.9968833684921264	0.0	0.0	0.0
71	71.0	0.0	0.0	0.0	1.0	0.9977301383018493	0.0	0.0	0.0
72	72.0	0.0	0.0	0.0	1.0	0.9977695608139038	0.0	0.0	0.0
73	73.0	0.0	0.0	0.0	1.0	0.9978439712524414	0.0	0.0	0.0
74	74.0	0.0	0.0	0.0	1.0	0.997497627735138	0.0	0.0	0.0
75	75.0	0.0	0.0	0.0	1.0	0.9974989795684814	0.0	0.0	0.0
76	76.0	0.0	0.0	0.0	1.0	0.9976074552536011	0.0	0.0	0.0
77	77.0	0.0	0.0	0.0	1.0	0.997434651851654	0.0	0.0	0.0
78	78.0	0.0	0.0	0.0	1.0	0.9977969336509704	0.0	0.0	0.0
79	79.0	0.0	0.0	0.0	1.0	0.9976391673088074	0.0	0.0	0.0
80	80.0	0.0	0.0	0.0	1.0	0.9979978036880494	0.0	0.0	0.0
81	81.0	0.0	0.0	0.0	1.0	0.9977418899536132	0.0	0.0	0.0
82	82.0	0.0	0.0	0.0	1.0	0.9977275991439819	0.0	0.0	0.0
83	83.0	0.0	0.0	0.0	1.0	0.9981838297843934	0.0	0.0	0.0
84	84.0	0.0	0.0	0.0	1.0	0.9982066464424133	0.0	0.0	0.0
85	85.0	0.0	0.0	0.0	1.0	0.9979091143608093	0.0	0.0	0.0
86	86.0	0.0	0.0	0.0	1.0	0.9974148893356323	0.0	0.0	0.0
87	87.0	0.0	0.0	0.0	1.0	0.9978483247756958	0.0	0.0	0.0
88	88.0	0.0	0.0	0.0	1.0	0.9978709101676941	0.0	0.0	0.0
89	89.0	0.0	0.0	0.0	1.0	0.9980497121810913	0.0	0.0	0.0
90	90.0	0.0	0.0	0.0	1.0	0.9974372267723084	0.0	0.0	0.0
91	91.0	0.0	0.0	0.0	1.0	0.9983215928077698	0.0	0.0	0.0
92	92.0	0.0	0.0	0.0	1.0	0.9982635927200317	0.0	0.0	0.0
93	93.0	0.02442251205444336	0.02442251205444336	0.04	0.96	0.9953347396850586	0.0	0.0	0.0
94	94.0	0.0	0.0	0.0	1.0	0.9981346845626831	0.0	0.0	0.0
95	95.0	0.0	0.0	0.0	1.0	0.9981986093521118	0.0	0.0	0.0
96	96.0	0.0	0.0	0.0	1.0	0.9983159494400025	0.0	0.0	0.0
97	97.0	0.0	0.0	0.0	1.0	0.9984662652015686	0.0	0.0	0.0
98	98.0	0.0	0.0	0.0	1.0	0.9983866691589356	0.0	0.0	0.0
99	99.0	0.0	0.0	0.0	1.0	0.9982967782020569	0.0	0.0	0.0
