_H:,|Epoch,%CosDiff,%AvgCosDiff,%SSE,%Avg SSE,%Count Err,%Pct Err,%Pct Cor,%Hid1 ActAvg,%Hid2 ActAvg,%Out ActAvg
_D:,0,-0.04208945110440254,0.09312494844198227,22.792001724243164,0.22792001068592072,10,1,0,0.1354646533727646,0.1103849858045578,0.19712994992733002
_D:,1,0.07930436730384827,0.09175034612417221,19.235471725463867,0.1923547238111496,10,1,0,0.13027305901050568,0.10469691455364227,0.20099003612995148
