_H:,|Epoch,%CosDiff,%AvgCosDiff,%SSE,%Avg SSE,%Count Err,%Pct Err,%Pct Cor,%Hid1 ActAvg,%Hid2 ActAvg,%Out ActAvg
_D:,36,0.1683604121208191,0.18790732324123383,12.019759178161621,0.12019757926464081,25,1,0,0.08208253979682922,0.08374330401420593,0.14250072836875916
_D:,37,0.16978898644447327,0.18321296572685242,12.937414169311523,0.12937413156032562,24,0.9599999785423279,0.04000002145767212,0.08166143298149109,0.08321499079465866,0.14250072836875916
_D:,38,0.1975751519203186,0.18749888241291046,12.155927658081055,0.12155929207801819,24,0.9599999785423279,0.04000002145767212,0.08212826400995255,0.08353356271982193,0.14250072836875916
_D:,39,0.18458686769008636,0.1860291212797165,13.54550552368164,0.13545505702495575,24,0.9599999785423279,0.04000002145767212,0.08160437643527985,0.08407441526651382,0.14250072836875916
_D:,40,0.22585076093673706,0.19371609389781952,13.3295316696167,0.13329534232616425,24,0.9599999785423279,0.04000002145767212,0.08159980177879333,0.08612406253814697,0.14250072836875916
_D:,41,0.22885245084762573,0.200638547539711,12.711904525756836,0.1271190494298935,24,0.9599999785423279,0.04000002145767212,0.08183250576257706,0.08744610846042633,0.14250072836875916
_D:,42,0.11004006117582321,0.1799333691596985,15.329215049743652,0.15329213440418243,25,1,0,0.08196044713258743,0.0885012298822403,0.14250072836875916
_D:,43,0.16317100822925568,0.17605380713939667,14.554644584655762,0.14554645121097565,25,1,0,0.08229474723339081,0.09009549766778946,0.14250072836875916
_D:,44,0.10635443031787872,0.16088035702705383,15.378292083740234,0.153782919049263,25,1,0,0.0826818197965622,0.09089282155036926,0.14250072836875916
_D:,45,0.19032354652881622,0.1661580204963684,14.419607162475586,0.14419607818126678,25,1,0,0.08293615281581879,0.09035127609968185,0.14250072836875916
_D:,46,0.14164459705352783,0.16168318688869476,15.753946304321289,0.1575394868850708,23,0.9200000166893005,0.07999998331069946,0.08269952237606049,0.08896440267562866,0.14250072836875916
_D:,47,0.21310974657535553,0.17411750555038452,16.172771453857422,0.1617276966571808,25,1,0,0.08178380876779556,0.08778413385152817,0.14250072836875916
_D:,48,0.17857839167118073,0.17442984879016876,15.938630104064941,0.1593863070011139,25,1,0,0.08074964582920074,0.08473870903253555,0.14250072836875916
_D:,49,0.2843368649482727,0.19604678452014923,14.007479667663574,0.14007478952407837,25,1,0,0.08036112785339355,0.0840437114238739,0.14250072836875916
_D:,50,0.3177187442779541,0.22385801374912262,13.315390586853027,0.13315388560295105,24,0.9599999785423279,0.04000002145767212,0.08024697750806808,0.08252425491809845,0.14250072836875916
_D:,51,0.3053766191005707,0.2403450906276703,14.114616394042969,0.14114613831043243,25,1,0,0.07997971028089523,0.08109442889690399,0.14250072836875916
_D:,52,0.36310118436813354,0.2674722373485565,12.93515396118164,0.12935152649879456,25,1,0,0.07910420000553131,0.0807628259062767,0.14250072836875916
_D:,53,0.2694043815135956,0.2676566243171692,15.287410736083984,0.15287411212921143,25,1,0,0.07880419492721558,0.08073312044143677,0.14250072836875916
_D:,54,0.46685656905174255,0.3117038309574127,10.946749687194824,0.1094675064086914,25,1,0,0.07850122451782227,0.0805266946554184,0.14250072836875916
_D:,55,0.41111281514167786,0.3340637683868408,12.00878620147705,0.1200878694653511,25,1,0,0.07855138927698135,0.07996883988380432,0.14250072836875916
_D:,56,0.5784205794334412,0.3888072073459625,8.119454383850098,0.08119453489780426,23,0.9200000166893005,0.07999998331069946,0.07837771624326706,0.07930517196655273,0.14250072836875916
_D:,57,0.5244625210762024,0.41672104597091675,8.99170207977295,0.08991701900959015,24,0.9599999785423279,0.04000002145767212,0.07920829206705093,0.07833324372768402,0.14250072836875916
_D:,58,0.5741991996765137,0.4511086344718933,8.20429515838623,0.08204293996095657,20,0.800000011920929,0.19999998807907104,0.07890713959932327,0.07863502204418182,0.14250072836875916
_D:,59,0.6809990406036377,0.5006369352340698,6.509881496429443,0.0650988221168518,22,0.8799999952316284,0.12000000476837158,0.07837706059217453,0.07853927463293076,0.14250072836875916
_D:,60,0.4660421311855316,0.4948554039001465,11.1002836227417,0.1110028475522995,22,0.8799999952316284,0.12000000476837158,0.07801689207553864,0.07828544825315475,0.14250072836875916
_D:,61,0.6495533585548401,0.5292835235595703,7.02268123626709,0.07022681087255478,21,0.8399999737739563,0.1600000262260437,0.0781388059258461,0.07775343954563141,0.14250072836875916
_D:,62,0.5581815838813782,0.5337218642234802,8.738520622253418,0.08738520741462708,21,0.8399999737739563,0.1600000262260437,0.07883667945861816,0.07679538428783417,0.14250072836875916
_D:,63,0.6991650462150574,0.5680561065673828,6.259103298187256,0.06259103119373322,22,0.8799999952316284,0.12000000476837158,0.07847156375646591,0.07622106373310089,0.14250072836875916
_D:,64,0.5463237762451172,0.5607742667198181,8.96325969696045,0.08963258564472198,24,0.9599999785423279,0.04000002145767212,0.0782565250992775,0.07638105750083923,0.14250072836875916
_D:,65,0.6719872355461121,0.5870742797851562,6.108626842498779,0.06108627840876579,22,0.8799999952316284,0.12000000476837158,0.07818198949098587,0.07556026428937912,0.14250072836875916
_D:,66,0.664716899394989,0.6053649187088013,6.897960186004639,0.06897959858179092,22,0.8799999952316284,0.12000000476837158,0.07785611599683762,0.0757790207862854,0.14250072836875916
_D:,67,0.7492124438285828,0.6363231539726257,5.348905563354492,0.05348905920982361,22,0.8799999952316284,0.12000000476837158,0.07860735058784485,0.0758122131228447,0.14250072836875916
_D:,68,0.7563051581382751,0.6619004607200623,5.303363800048828,0.05303363874554634,22,0.8799999952316284,0.12000000476837158,0.0790475457906723,0.07584234327077866,0.14250072836875916
_D:,69,0.6752733588218689,0.664130449295044,6.715667724609375,0.06715667992830276,22,0.8799999952316284,0.12000000476837158,0.07884011417627335,0.0768887847661972,0.14250072836875916
_D:,70,0.6401306390762329,0.6586004495620728,7.5176920890808105,0.07517692446708679,22,0.8799999952316284,0.12000000476837158,0.07861773669719696,0.07760351151227951,0.14250072836875916
_D:,71,0.731367826461792,0.6740702390670776,5.610696315765381,0.056106969714164734,22,0.8799999952316284,0.12000000476837158,0.07846526801586151,0.07718279212713242,0.14250072836875916
_D:,72,0.7822914719581604,0.6981377601623535,4.526752471923828,0.04526752606034279,21,0.8399999737739563,0.1600000262260437,0.07816045731306076,0.07693862915039062,0.14250072836875916
_D:,73,0.667904794216156,0.6896787285804749,6.768445014953613,0.06768444925546646,22,0.8799999952316284,0.12000000476837158,0.07825301587581635,0.07711785286664963,0.14250072836875916
_D:,74,0.6897718906402588,0.6906088590621948,6.631290435791016,0.06631289422512054,19,0.7599999904632568,0.24000000953674316,0.07797224819660187,0.07676076143980026,0.14250072836875916
_D:,75,0.620079517364502,0.6751413345336914,8.011245727539062,0.08011244982481003,23,0.9200000166893005,0.07999998331069946,0.07772403955459595,0.07668126374483109,0.14250072836875916
_D:,76,0.7159969210624695,0.682129979133606,5.933737754821777,0.05933737754821777,21,0.8399999737739563,0.1600000262260437,0.07788180559873581,0.07594631612300873,0.14250072836875916
_D:,77,0.8836274743080139,0.7265574336051941,2.128765821456909,0.02128765545785427,19,0.7599999904632568,0.24000000953674316,0.07799411565065384,0.07596692442893982,0.14250072836875916
_D:,78,0.7718791365623474,0.7357106804847717,4.66920280456543,0.046692028641700745,20,0.800000011920929,0.19999998807907104,0.07823550701141357,0.07597042620182037,0.14250072836875916
_D:,79,0.8245499134063721,0.7564899325370789,3.601245403289795,0.03601245582103729,16,0.6399999856948853,0.36000001430511475,0.07834067940711975,0.07602392882108688,0.14250072836875916
_D:,80,0.8982152342796326,0.7876367568969727,1.9175111055374146,0.019175110384821892,15,0.6000000238418579,0.3999999761581421,0.07848131656646729,0.07606162130832672,0.14250072836875916
_D:,81,0.7870973348617554,0.7866197228431702,4.473800182342529,0.044738005846738815,15,0.6000000238418579,0.3999999761581421,0.0783228948712349,0.07655578851699829,0.14250072836875916
_D:,82,0.8204140663146973,0.792193591594696,3.699439287185669,0.03699439391493797,13,0.5199999809265137,0.48000001907348633,0.07840541750192642,0.07682673633098602,0.14250072836875916
_D:,83,0.8120769262313843,0.7942254543304443,3.8994743824005127,0.038994744420051575,13,0.5199999809265137,0.48000001907348633,0.07848767191171646,0.07702960073947906,0.14250072836875916
_D:,84,0.8252043128013611,0.8021935224533081,3.6098177433013916,0.0360981747508049,12,0.47999998927116394,0.5199999809265137,0.07851891964673996,0.07679851353168488,0.14250072836875916
_D:,85,0.8683178424835205,0.8161171078681946,2.6904096603393555,0.026904096826910973,12,0.47999998927116394,0.5199999809265137,0.07835502177476883,0.07682769000530243,0.14250072836875916
_D:,86,0.8662672638893127,0.8265424966812134,2.7255311012268066,0.027255311608314514,10,0.4000000059604645,0.6000000238418579,0.07813137024641037,0.07657776027917862,0.14250072836875916
_D:,87,0.8522233366966248,0.8328222036361694,2.981875419616699,0.02981875091791153,7,0.2800000011920929,0.7200000286102295,0.07798547297716141,0.07678590714931488,0.14250072836875916
_D:,88,0.8754007816314697,0.843818187713623,2.5972745418548584,0.025972748175263405,10,0.4000000059604645,0.6000000238418579,0.07799380272626877,0.07638241350650787,0.14250072836875916
_D:,89,0.8840843439102173,0.8525316715240479,2.3550374507904053,0.023550374433398247,10,0.4000000059604645,0.6000000238418579,0.07800962030887604,0.07587075233459473,0.14250072836875916
_D:,90,0.9465240240097046,0.8729087114334106,0.966982901096344,0.009669829159975052,4,0.1599999964237213,0.8400000333786011,0.07799410074949265,0.07643404603004456,0.14250072836875916
_D:,91,0.9568755626678467,0.8916640877723694,0.7503111958503723,0.007503111846745014,6,0.23999999463558197,0.7599999904632568,0.07799966633319855,0.07662508636713028,0.14250072836875916
_D:,92,0.9580971002578735,0.9070600271224976,0.7270417213439941,0.007270416710525751,3,0.11999999731779099,0.8799999952316284,0.07782334089279175,0.0761324092745781,0.14250072836875916
_D:,93,0.9416605234146118,0.9136427640914917,1.1649924516677856,0.011649924330413342,5,0.20000000298023224,0.800000011920929,0.07772411406040192,0.07641304284334183,0.14250072836875916
_D:,94,0.9510277509689331,0.9217362403869629,0.7988170385360718,0.007988170720636845,2,0.07999999821186066,0.9200000166893005,0.07790505141019821,0.07574030756950378,0.14250072836875916
_D:,95,0.7985159158706665,0.8949113488197327,4.279953479766846,0.042799536138772964,8,0.3199999928474426,0.6800000071525574,0.07776988297700882,0.07629729062318802,0.14250072836875916
_D:,96,0.9557440876960754,0.907784640789032,0.8678587079048157,0.008678588084876537,6,0.23999999463558197,0.7599999904632568,0.07762213796377182,0.07591652870178223,0.14250072836875916
_D:,97,0.990461528301239,0.9261090755462646,0.145350843667984,0.0014535083901137114,3,0.11999999731779099,0.8799999952316284,0.07760436087846756,0.07617929577827454,0.14250072836875916
_D:,98,0.6964609026908875,0.8745288848876953,6.586803436279297,0.06586804240942001,9,0.36000001430511475,0.6399999856948853,0.07750225067138672,0.07613570988178253,0.14250072836875916
_D:,99,0.7920396327972412,0.8557047843933105,4.372125625610352,0.043721262365579605,6,0.23999999463558197,0.7599999904632568,0.07755834609270096,0.07612545788288116,0.14250072836875916
